planet_name,host_star,Number_of_stars,Number_of_planets,discovery_method,Discover_year,Discovery_facility,orbit_period_days,planet_radius_earth,planet_mass_earth,Planet_temperature,Orbital_shape,Distance_from_host_star,Host_star_temp,Host_star_radius,Host_star_mass,Host_star_age,Distance_from_earth,planet_type,habitable_zone_flag,multi_planet_system,Recent_discovery,Distance_category,star_type,Orbit_category
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010.0,La Silla Observatory,2.64561,2.83,8.4,818.0,0.08,0.0287,3517.0,0.43,0.45,5.0,20.3779,Mini-Neptune,No,No,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
CoRoT-13 b,CoRoT-13,1,1,Transit,2010.0,CoRoT,4.03519,9.92,415.704,1700.0,0.0,0.051,5945.0,1.01,1.09,1.635,1148.93,Gas Giant,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
OGLE-TR-10 b,OGLE-TR-10,1,1,Transit,2004.0,OGLE,3.101278,14.011,197.046,1702.0,0.0,0.0434,5950.0,1.17,1.14,3.1,1344.97,Gas Giant,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
HD 27442 b,HD 27442,2,1,Radial Velocity,2000.0,Anglo-Australian Telescope,428.1,13.5,495.8,818.0,0.06,1.271,4846.0,3.18,1.23,10.0,18.2704,Gas Giant,No,No,False,Nearby(<100pc),K-type,Very-Long(365d+)
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000.0,La Silla Observatory,133.71,13.1,1071.04,350.0,0.511,0.49,5540.0,0.9,0.9,0.37,17.5559,Gas Giant,Yes,No,False,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
CoRoT-8 b,CoRoT-8,1,1,Transit,2010.0,CoRoT,6.21229,6.39,69.92,870.0,0.0,0.063,5080.0,0.77,0.88,3.0,322.037,Gas Giant,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-18 c,Kepler-18,1,3,Transit,2011.0,Kepler,7.64159,5.49,17.3,899.0,0.0,0.0752,5345.0,1.108,0.972,10.0,433.047,Neptune-like,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-18 b,Kepler-18,1,3,Transit,2011.0,Kepler,3.504725,2.0,6.9,1165.0,0.0,0.0447,5345.0,1.108,0.972,10.0,433.047,Mini-Neptune,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
HD 46375 b,HD 46375,2,1,Radial Velocity,2000.0,W. M. Keck Observatory,3.023573,10.0,71.8,818.0,0.063,0.0398,5285.0,0.914196,0.92,9.0,29.5529,Gas Giant,No,No,False,Nearby(<100pc),G-type(Sun-like),Short(1-10d)
HD 136352 d,HD 136352,1,3,Radial Velocity,2019.0,La Silla Observatory,107.245,2.562,8.82,431.0,0.0,0.425,5664.0,1.058,0.87,12.3,14.682,Mini-Neptune,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
HD 221287 b,HD 221287,1,1,Radial Velocity,2007.0,La Silla Observatory,456.1,13.1,982.05,818.0,0.08,1.25,6304.0,1.13864,1.25,1.3,55.9231,Gas Giant,No,No,False,Nearby(<100pc),F-type,Very-Long(365d+)
HD 33564 b,HD 33564,1,1,Radial Velocity,2005.0,Haute-Provence Observatory,388.0,12.5,2892.1,818.0,0.34,1.1,6250.0,1.4367,1.25,3.0,20.9531,Gas Giant,No,No,False,Nearby(<100pc),F-type,Very-Long(365d+)
HD 189733 b,HD 189733,2,1,Radial Velocity,2005.0,Haute-Provence Observatory,2.21857567,12.66617,359.1479,1209.0,0.0,0.03126,5052.0,0.75,0.79,1.4,19.7638,Gas Giant,No,No,False,Nearby(<100pc),K-type,Short(1-10d)
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,Transit,2008.0,OGLE,2.4855335,18.046,1430.175,2034.0,0.0,0.0308,6933.0,1.53,1.52,1.0,1627.63,Super-Jupiter,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-4 b,Kepler-4,1,1,Transit,2009.0,Kepler,3.21346,4.002,24.472,1650.0,0.0,0.0456,5857.0,1.487,1.223,4.5,487.916,Neptune-like,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
WASP-38 b,WASP-38,1,1,Transit,2010.0,SuperWASP,6.87188,13.78707,1093.3352,1250.0,0.03,0.07522,6180.0,1.52,1.76,3.29,136.24,Gas Giant,No,No,False,Mid(100-500pc),F-type,Short(1-10d)
HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009.0,W. M. Keck Observatory,446.27,12.3,4538.421,340.0,0.6616,1.258,5653.0,1.756,1.32,5.0,246.81,Gas Giant,Yes,Yes,False,Mid(100-500pc),G-type(Sun-like),Very-Long(365d+)
Kepler-18 d,Kepler-18,1,3,Transit,2011.0,Kepler,14.85888,6.98,16.4,720.0,0.0,0.1172,5345.0,1.108,0.972,10.0,433.047,Gas Giant,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Medium(10-100d)
HAT-P-37 b,HAT-P-37,1,1,Transit,2011.0,HATNet,2.797436,13.204,371.528,1271.0,0.058,0.0379,5500.0,0.877,0.929,3.6,390.594,Gas Giant,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
HD 129445 b,HD 129445,1,1,Radial Velocity,2009.0,Las Campanas Observatory,1840.0,13.3,797.74930157,818.0,0.7,2.9,5646.0,1.175816,0.99,3.98,67.4386,Gas Giant,No,No,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
Kepler-419 c,Kepler-419,1,2,Transit Timing Variations,2014.0,Kepler,675.47,12.6,2320.1,818.0,0.184,1.68,6430.0,1.74,1.39,2.14,1011.36,Gas Giant,No,Yes,False,Far(500-2kpc),F-type,Very-Long(365d+)
HD 70573 b,HD 70573,1,1,Radial Velocity,2007.0,La Silla Observatory,851.8,12.8,1900.0,818.0,0.4,1.76,5737.0,0.976919,1.0,0.102,59.182,Gas Giant,No,No,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
HD 47536 b,HD 47536,1,1,Radial Velocity,2002.0,La Silla Observatory,712.13,12.6,2330.0,818.0,0.2,1.93,4380.0,23.47,2.1,10.15,122.536,Gas Giant,No,No,False,Mid(100-500pc),K-type,Very-Long(365d+)
WASP-67 b,WASP-67,1,1,Transit,2012.0,SuperWASP,4.61442,12.89035,136.6669,1003.0,0.0,0.05179,5200.0,0.88,0.91,12.6,189.469,Gas Giant,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
CoRoT-14 b,CoRoT-14,1,1,Transit,2010.0,CoRoT,1.51214,12.22,2415.4,1952.0,0.0,0.027,6035.0,1.21,1.13,4.2,1744.6,Gas Giant,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
HD 102365 b,HD 102365,2,1,Radial Velocity,2010.0,Anglo-Australian Telescope,122.1,4.14,16.0,818.0,0.34,0.46,5630.0,0.95138,0.85,9.0,9.2894,Neptune-like,No,No,False,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,Microlensing,2009.0,MOA,11.12522242,5.18,23.4,818.0,0.0,1.1,5546.0,0.9516899999999999,0.21,3.98,7700.0,Neptune-like,No,No,False,Distant(2k+pc),Unknown,Unknown
Kepler-419 b,Kepler-419,1,2,Transit,2014.0,Kepler,69.7546,10.8,794.5,613.0,0.833,0.37,6430.0,1.74,1.39,2.14,1011.36,Gas Giant,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
HD 24040 b,HD 24040,1,2,Radial Velocity,2006.0,W. M. Keck Observatory,3668.0,12.9,1589.142035,818.0,0.04,4.92,5802.0,1.3,1.11,6.68,46.6224,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
HD 11964 c,HD 11964,2,2,Radial Velocity,2008.0,W. M. Keck Observatory,37.91,5.38,25.0,818.0,0.3,0.229,5303.0,2.00971,0.91,7.45,33.5369,Neptune-like,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
CoRoT-6 b,CoRoT-6,1,1,Transit,2009.0,CoRoT,8.886593,13.068,940.74,1017.0,0.1,0.0855,6090.0,1.025,1.05,2.5,645.294,Gas Giant,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
WASP-31 b,WASP-31,1,1,Transit,2010.0,SuperWASP,3.4059096,17.363,151.916,1423.7,0.0,0.04659,6302.0,1.252,1.163,1.0,383.829,Super-Jupiter,No,No,False,Mid(100-500pc),F-type,Short(1-10d)
HD 108236 f,HD 108236,1,5,Transit,2021.0,CHaracterising ExOPlanets Satellite (CHEOPS),29.54115,2.017,4.72,818.0,0.051,0.1758,5660.0,0.877,0.869,6.7,64.5978,Mini-Neptune,No,Yes,True,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
Kepler-59 c,Kepler-59,1,2,Transit,2012.0,Kepler,17.9801235,1.98,3.81,752.0,0.0,0.13114,6074.0,0.94,1.04,0.26,1163.22,Mini-Neptune,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-58 c,Kepler-58,1,4,Transit,2012.0,Kepler,15.5741568,2.86,53.0,799.0,0.0,0.12307,5843.0,1.03,0.95,2.14,969.252,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
HD 154857 c,HD 154857,1,2,Radial Velocity,2014.0,Anglo-Australian Telescope,3452.0,13.2,819.97,818.0,0.06,5.36,5605.0,1.76,1.718,5.64,63.4482,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
KOI-217 b,KOI-217,1,1,Transit,2010.0,Kepler,3.90512,12.442,9.27,1046.0,0.0,0.0477,5545.0,0.86,0.95,1.7,914.699,Gas Giant,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
Kepler-51 c,Kepler-51,1,4,Transit,2012.0,Kepler,85.312,9.0,4.0,439.0,0.014,0.384,6018.0,0.94,1.04,0.3,783.831,Gas Giant,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
BD-210397 c,BD-210397,1,2,Radial Velocity,2023.0,La Silla Observatory,6240.0,12.9,1525.5763536,818.0,0.43,5.9,4051.0,0.747,0.69,4.0,23.7324,Gas Giant,No,Yes,True,Nearby(<100pc),K-type,Very-Long(365d+)
Kepler-62 c,Kepler-62,1,5,Transit,2013.0,Kepler,12.4417,0.54,4.0,578.0,0.0,0.0929,4925.0,0.64,0.69,7.0,300.874,Sub-Earth,No,Yes,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-62 b,Kepler-62,1,5,Transit,2013.0,Kepler,5.714932,1.31,9.0,750.0,0.0,0.0553,4925.0,0.64,0.69,7.0,300.874,Super-Earth,No,Yes,False,Mid(100-500pc),K-type,Short(1-10d)
CHXR 73 b,CHXR 73,1,1,Imaging,2006.0,Hubble Space Telescope,11.12522242,12.3,3994.486,818.0,0.0,210.0,3099.0,0.9516899999999999,0.35,0.002,190.374,Gas Giant,No,No,False,Mid(100-500pc),M-type(Red Dwarf),Unknown
FU Tau b,FU Tau,1,1,Imaging,2008.0,Spitzer Space Telescope,11.12522242,12.2,5085.28,2375.0,0.0,800.0,2838.0,0.9516899999999999,0.05,0.001,133.4950466,Gas Giant,No,No,False,Mid(100-500pc),M-type(Red Dwarf),Unknown
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2012.0,La Silla Observatory,7.203,2.25,5.68,818.0,0.2,0.050431,3350.0,0.9516899999999999,0.33,2.0,7.24396,Mini-Neptune,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
HD 168443 c,HD 168443,1,2,Radial Velocity,2000.0,W. M. Keck Observatory,1753.1096,12.2,5500.33841154,818.0,0.21,2.842,5491.0,1.711479,0.98,11.08,39.6245,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
Kepler-59 b,Kepler-59,1,2,Transit,2012.0,Kepler,11.8681707,1.1,4.1,864.0,0.0,0.09943,6074.0,0.94,1.04,0.26,1163.22,Super-Earth,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-53 b,Kepler-53,1,3,Transit,2012.0,Kepler,18.6489525,2.89,111.0,701.0,0.0,0.1361,5858.0,0.89,0.98,0.3,1366.07,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
HD 82943 c,HD 82943,1,2,Radial Velocity,2003.0,La Silla Observatory,220.078,13.4,622.603,818.0,0.3663,0.74345,5935.0,1.1826,1.08,2.35,27.5902,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Long(100-365d)
HD 82943 b,HD 82943,1,2,Radial Velocity,2003.0,La Silla Observatory,441.47,13.5,534.25,818.0,0.162,1.18306,5935.0,1.1826,1.08,2.35,27.5902,Gas Giant,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Very-Long(365d+)
UZ For b,UZ For,2,2,Eclipse Timing Variations,2011.0,Multiple Observatories,5840.0,2.84,2002.2,818.0,0.04,5.9,5286.9,0.9516899999999999,0.7,3.98,239.60387482,Unknown,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Very-Long(365d+)
Kepler-69 b,Kepler-69,1,2,Transit,2013.0,Kepler,13.722341,2.24,5.65,779.0,0.16,0.094,5638.0,0.93,0.81,13.18,730.625,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
HIP 5158 c,HIP 5158,1,2,Radial Velocity,2011.0,La Silla Observatory,9017.76,12.2,4780.1632,818.0,0.14,7.7,4813.0,0.754089,0.78,6.0,51.6026,Gas Giant,No,Yes,False,Nearby(<100pc),K-type,Very-Long(365d+)
HU Aqr AB b,HU Aqr,2,2,Eclipse Timing Variations,2011.0,Yunnan Astronomical Observatory,2390.0,12.8,1875.197,818.0,0.0,3.6,5952.0,0.9516899999999999,0.88,3.98,192.19807871,Gas Giant,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Very-Long(365d+)
Kepler-37 e,Kepler-37,1,4,Transit Timing Variations,2014.0,Kepler,51.196,0.37,8.1,401.0,0.0,0.25,5288.0,0.772,0.8,3.8,63.9207,Sub-Earth,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
Kepler-65 d,Kepler-65,1,4,Transit,2012.0,Kepler,8.13123,1.52,4.14,1117.0,0.014,0.084,6211.0,1.41,1.25,2.9,303.728,Super-Earth,No,Yes,False,Mid(100-500pc),F-type,Short(1-10d)
Kepler-52 c,Kepler-52,1,3,Transit,2012.0,Kepler,16.3850021,1.84,45.4,433.0,0.012,0.10379,4075.0,0.52,0.54,1.01,321.542,Mini-Neptune,No,Yes,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-55 b,Kepler-55,1,5,Transit,2012.0,Kepler,27.9481449,2.43,43.0,400.0,0.0,0.1593,4362.0,0.58,0.62,2.34,578.796,Mini-Neptune,Yes,Yes,False,Far(500-2kpc),K-type,Medium(10-100d)
UZ For c,UZ For,2,2,Eclipse Timing Variations,2011.0,Multiple Observatories,1916.25,2.84,2447.2,818.0,0.05,2.8,5286.9,0.9516899999999999,0.7,3.98,239.60387482,Unknown,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Very-Long(365d+)
Kepler-413 b,Kepler-413,2,1,Transit,2014.0,Kepler,66.262,4.347,67.0,818.0,0.1181,0.3553,4700.0,0.7761,0.82,3.98,847.536,Neptune-like,No,No,False,Far(500-2kpc),K-type,Medium(10-100d)
WASP-14 b,WASP-14,3,1,Transit,2008.0,SuperWASP,2.24375,15.46842,2809.6172,1872.0,0.09,0.037,6475.0,1.4,1.62,0.75,161.997,Super-Jupiter,No,No,False,Mid(100-500pc),F-type,Short(1-10d)
HAT-P-2 b,HAT-P-2,1,2,Transit,2007.0,HATNet,5.6335158,10.659759,2866.81223114,1540.0,0.5172,0.06814,6380.0,1.39,1.33,1.44,127.774,Gas Giant,No,Yes,False,Mid(100-500pc),F-type,Short(1-10d)
HAT-P-42 b,HAT-P-42,1,1,Transit,2012.0,HATNet,4.641878,14.348,331.801,1428.0,0.0,0.0575,5743.0,1.53,1.178,5.2,405.238,Super-Jupiter,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
WASP-59 b,WASP-59,1,1,Transit,2012.0,SuperWASP,7.919585,8.687,274.276,670.0,0.1,0.0697,4650.0,0.613,0.719,0.5,115.936,Gas Giant,No,No,False,Mid(100-500pc),K-type,Short(1-10d)
HAT-P-39 b,HAT-P-39,2,1,Transit,2012.0,HATNet,3.54387,17.609,190.372,1752.0,0.0,0.0509,6430.0,1.625,1.404,2.0,697.004,Super-Jupiter,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
alf Ari b,alf Ari,1,1,Radial Velocity,2010.0,Bohyunsan Optical Astronomical Observatory,380.8,13.4,572.07,818.0,0.25,1.2,4553.0,13.9,1.5,3.98,20.21019,Gas Giant,No,No,False,Nearby(<100pc),K-type,Very-Long(365d+)
KOI-55 b,KOI-55,1,2,Orbital Brightness Modulation,2011.0,Kepler,0.240104,0.759,0.44,818.0,0.0,0.006,27730.0,0.203,0.496,3.98,1231.02,Sub-Earth,No,Yes,False,Far(500-2kpc),B-type,Ultra-Short(<1d)
GJ 536 b,GJ 536,1,2,Radial Velocity,2016.0,La Silla Observatory,8.70874,2.41,6.37,451.0,0.0,0.0668,3641.0,0.529,0.528,4.2,10.4092,Mini-Neptune,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
WTS-2 b,WTS-2,1,1,Transit,2014.0,United Kingdom Infrared Telescope,1.0187068,15.277867,355.9696,2000.0,0.0,0.01855,5000.0,0.752,0.82,0.6,1030.76834437,Super-Jupiter,No,No,False,Far(500-2kpc),K-type,Short(1-10d)
KELT-6 c,KELT-6,1,2,Radial Velocity,2015.0,Multiple Observatories,1276.0,13.0,1179.1493,818.0,0.21,2.39,6272.0,1.529,1.126,4.9,240.726,Gas Giant,No,Yes,False,Mid(100-500pc),F-type,Very-Long(365d+)
KOI-55 c,KOI-55,1,2,Orbital Brightness Modulation,2011.0,Kepler,0.342887,0.867,0.655,818.0,0.0,0.0076,27730.0,0.203,0.496,3.98,1231.02,Sub-Earth,No,Yes,False,Far(500-2kpc),B-type,Ultra-Short(<1d)
Ross 458 c,Ross 458,2,1,Imaging,2010.0,Las Campanas Observatory,11.12522242,14.01125,1906.98,818.0,0.0,1100.0,3965.42,0.562566,0.556419,0.5,11.5094,Gas Giant,No,No,False,Nearby(<100pc),K-type,Unknown
Kepler-38 b,Kepler-38,2,1,Transit,2012.0,Kepler,105.599,4.3,122.0,475.0,0.032,0.4632,5623.0,1.752,0.941,10.0,1174.59,Neptune-like,No,No,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
Kepler-30 d,Kepler-30,1,3,Transit,2012.0,Kepler,143.34394,8.8,23.1,308.0,0.022,0.5,5498.0,0.95,0.99,2.0,914.221,Gas Giant,Yes,Yes,False,Far(500-2kpc),G-type(Sun-like),Long(100-365d)
ROXs 42 B b,ROXs 42 B,2,1,Imaging,2013.0,Multiple Observatories,11.12522242,12.5,2860.0,1975.0,0.58,157.0,3433.0,1.33658,1.0,0.0027,143.59,Gas Giant,No,No,False,Mid(100-500pc),M-type(Red Dwarf),Unknown
HD 27894 b,HD 27894,1,3,Radial Velocity,2005.0,La Silla Observatory,18.01939,14.1,196.73578393,818.0,0.047,0.125,4875.0,0.891767,0.81,3.9,43.8214,Gas Giant,No,Yes,False,Nearby(<100pc),K-type,Medium(10-100d)
Kepler-50 c,Kepler-50,1,2,Transit,2012.0,Kepler,9.37647,2.17,8.2,1125.0,0.0,0.087,6225.0,1.58,1.24,3.8,250.11,Mini-Neptune,No,Yes,False,Mid(100-500pc),F-type,Short(1-10d)
HD 233604 b,HD 233604,1,1,Radial Velocity,2013.0,McDonald Observatory,192.0,12.7,2089.644,818.0,0.05,0.747,4791.0,10.9,1.5,2.4,847.058,Gas Giant,No,No,False,Far(500-2kpc),K-type,Long(100-365d)
WD 0806-661 b,WD 0806-661,1,1,Imaging,2011.0,Spitzer Space Telescope,11.12522242,12.6,2542.627256,340.0,0.0,2500.0,9552.0,0.9516899999999999,0.62,2.1,19.2444,Gas Giant,Yes,No,False,Nearby(<100pc),A-type,Unknown
Kepler-63 b,Kepler-63,1,1,Transit,2013.0,Kepler,9.4341505,6.11,120.0,791.0,0.45,0.08,5576.0,0.901,0.984,0.21,194.033,Gas Giant,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
Kepler-77 b,Kepler-77,1,1,Transit,2013.0,Kepler,3.57878087,10.761,136.661,1440.0,0.0,0.04501,5520.0,0.99,0.95,7.5,639.411,Gas Giant,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
HAT-P-44 c,HAT-P-44,1,2,Radial Velocity,2014.0,W. M. Keck Observatory,872.2,13.0,1271.3,818.0,0.494,1.752,5295.0,0.949,0.942,7.5,347.85,Gas Giant,No,Yes,False,Mid(100-500pc),G-type(Sun-like),Very-Long(365d+)
HATS-5 b,HATS-5,1,1,Transit,2014.0,HATSouth,4.763387,10.223,75.323,1025.0,0.019,0.0542,5304.0,0.871,0.936,3.6,246.384,Gas Giant,No,No,False,Mid(100-500pc),G-type(Sun-like),Short(1-10d)
HD 10180 d,HD 10180,1,6,Radial Velocity,2010.0,La Silla Observatory,16.357,2.84,3295.88058059,818.0,0.131,0.12859,5911.0,1.109,1.06,4.3,38.9607,Unknown,No,Yes,False,Nearby(<100pc),G-type(Sun-like),Medium(10-100d)
WTS-1 b,WTS-1,1,1,Transit,2012.0,United Kingdom Infrared Telescope,3.352057,16.7,1274.44,1500.0,0.1,0.047,6250.0,1.15,1.2,2.55,2346.01,Super-Jupiter,No,No,False,Distant(2k+pc),F-type,Short(1-10d)
HD 11506 d,HD 11506,1,3,Radial Velocity,2022.0,Multiple Observatories,26500.0,12.3,4068.2036096,818.0,0.29,18.2,6123.0,1.24,1.22,2.5,51.261,Gas Giant,No,Yes,True,Nearby(<100pc),F-type,Very-Long(365d+)
CoRoT-26 b,CoRoT-26,1,1,Transit,2013.0,CoRoT,4.20474,14.12,165.26,1600.0,0.0,0.0526,5590.0,1.79,1.09,8.6,1045.18,Gas Giant,No,No,False,Far(500-2kpc),G-type(Sun-like),Short(1-10d)
CoRoT-25 b,CoRoT-25,1,1,Transit,2013.0,CoRoT,4.86069,12.11,85.81,1330.0,0.0,0.0578,6040.0,1.19,1.09,4.5,1103.48,Gas Giant,No,No,False,Far(500-2kpc),F-type,Short(1-10d)
Kepler-186 b,Kepler-186,1,5,Transit,2014.0,Kepler,3.8867907,1.07,1.24,571.0,0.0,0.0343,3788.0,0.472,0.478,4.0,177.594,Super-Earth,No,Yes,False,Mid(100-500pc),K-type,Short(1-10d)
91 Aqr b,91 Aqr,3,1,Radial Velocity,2013.0,Lick Observatory,181.4,13.1,1017.0,818.0,0.027,0.7,4665.0,11.0,1.4,3.56,44.0304,Gas Giant,No,No,False,Nearby(<100pc),K-type,Long(100-365d)
GJ 163 b,GJ 163,1,3,Radial Velocity,2013.0,La Silla Observatory,8.63182,3.25,10.6,818.0,0.073,0.0607,3500.0,0.409738,0.4,6.0,15.1285,Mini-Neptune,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Short(1-10d)
Kepler-27 c,Kepler-27,1,3,Transit,2011.0,Kepler,31.3309,4.9,4385.87,481.0,0.0,0.191,5400.0,0.59,0.65,1.62,1044.36,Neptune-like,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-27 b,Kepler-27,1,3,Transit,2011.0,Kepler,15.3348,4.0,2895.31,610.0,0.0,0.118,5400.0,0.59,0.65,1.62,1044.36,Neptune-like,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
HD 215497 c,HD 215497,1,2,Radial Velocity,2009.0,La Silla Observatory,566.0,13.0,111.23994245,818.0,0.47,1.31,5113.0,0.85,0.92,5.8,40.5468,Gas Giant,No,Yes,False,Nearby(<100pc),K-type,Very-Long(365d+)
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013.0,La Silla Observatory,3.8728,2.84,1523.03372634,818.0,0.0,0.0428,4324.0,0.686355,0.7,4.4,20.2695,Unknown,No,Yes,False,Nearby(<100pc),K-type,Short(1-10d)
Kepler-186 d,Kepler-186,1,5,Transit,2014.0,Kepler,13.342996,1.4,2.54,379.0,0.0,0.0781,3788.0,0.472,0.478,4.0,177.594,Super-Earth,Yes,Yes,False,Mid(100-500pc),K-type,Medium(10-100d)
Kepler-11 d,Kepler-11,1,6,Transit,2010.0,Kepler,22.6845,3.12,7.3,653.0,0.004,0.155,5663.0,1.065,0.961,8.5,646.346,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-11 b,Kepler-11,1,6,Transit,2010.0,Kepler,10.3039,1.8,1.9,849.0,0.045,0.091,5663.0,1.065,0.961,8.5,646.346,Mini-Neptune,No,Yes,False,Far(500-2kpc),G-type(Sun-like),Medium(10-100d)
Kepler-31 c,Kepler-31,1,3,Transit,2011.0,Kepler,42.6318,5.3,1493.7,615.0,0.0,0.26,6340.0,1.22,1.21,0.28,1664.64,Neptune-like,No,Yes,False,Far(500-2kpc),F-type,Medium(10-100d)
Kepler-32 c,Kepler-32,1,5,Transit,2011.0,Kepler,8.7522,2.0,158.9,451.0,0.0,0.09,3900.0,0.53,0.58,5.6,323.847,Mini-Neptune,No,Yes,False,Mid(100-500pc),K-type,Short(1-10d)
Kepler-1735 b,Kepler-1735,1,1,Transit,2021.0,Kepler,7.71792984,1.19429134,1.84,502.0,0.0,0.0621,3975.0,0.509,0.535,8.17,245.303,Super-Earth,No,No,True,Mid(100-500pc),K-type,Short(1-10d)
HD 66141 b,HD 66141,1,1,Radial Velocity,2012.0,Bohyunsan Optical Astronomical Observatory,480.5,12.8,1906.9,818.0,0.07,1.2,4323.0,21.4,1.1,6.84,68.1509,Gas Giant,No,No,False,Nearby(<100pc),K-type,Very-Long(365d+)
HD 208527 b,HD 208527,1,1,Radial Velocity,2012.0,Bohyunsan Optical Astronomical Observatory,875.5,12.5,3146.4,818.0,0.08,2.1,4035.0,51.1,1.6,2.0,312.202,Gas Giant,No,No,False,Mid(100-500pc),K-type,Very-Long(365d+)
MOA-bin-1L b,MOA-bin-1L,1,1,Microlensing,2012.0,MOA,11.12522242,13.0,1200.0,818.0,0.0,8.3,5546.0,0.9516899999999999,0.75,3.98,5100.0,Gas Giant,No,No,False,Distant(2k+pc),Unknown,Unknown
GU Psc b,GU Psc,1,1,Imaging,2014.0,Gemini Observatory,11.12522242,14.179,3591.3,1050.0,0.0,2000.0,4031.81,0.450458,0.325,0.1,47.5501,Gas Giant,No,No,False,Nearby(<100pc),K-type,Unknown
GJ 163 c,GJ 163,1,3,Radial Velocity,2013.0,La Silla Observatory,25.63058,2.5,6.8,818.0,0.099,0.1254,3500.0,0.409738,0.4,6.0,15.1285,Mini-Neptune,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Medium(10-100d)
GJ 163 d,GJ 163,1,3,Radial Velocity,2013.0,La Silla Observatory,603.95116,5.92,29.4,818.0,0.373,1.0304,3500.0,0.409738,0.4,6.0,15.1285,Neptune-like,No,Yes,False,Nearby(<100pc),M-type(Red Dwarf),Very-Long(365d+)
Kepler-32 d,Kepler-32,1,5,Transit,2012.0,Kepler,22.7802,2.7,39.9089,328.0,0.0,0.13,3900.0,0.53,0.58,5.6,323.847,Mini-Neptune,Yes,Yes,False,Mid(100-500pc),K-type,Medium(10-100d)
